country_code,country_name,source_indicator_code,source_indicator_name,date,value,source_organization,source_dataset,source_url,retrieved_at,last_updated,status,data_version
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2021,6445.82621225492,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2020,6141.5241450627,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2019,6700.93033990565,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2018,6738.27272433986,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2017,6590.83509745633,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2016,6663.4963294418,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2015,6789.64733291075,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/EG.USE.PCAP.KG.OE?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:56,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2025,1385447111476.7,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2024,910036546651.5,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2023,773426187289.127,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2022,706644215998.894,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2021,716152260973.711,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2020,628369715338.322,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2019,516700583371.247,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2018,449907088828.546,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2017,451285263406.24,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2016,405942428719.749,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
