country_code,indicator_code,date,value,source_organization,source_dataset,source_status,release_status,observation_type
DE,GOV_DEBT_GDP_A,2027,66.527,IMF,World Economic Outlook,official,final,forecast
DE,GOV_DEBT_GDP_A,2028,68.393,IMF,World Economic Outlook,official,final,forecast
DE,GOV_DEBT_GDP_A,2029,70.157,IMF,World Economic Outlook,official,final,forecast
DE,GOV_DEBT_GDP_A,2030,71.991,IMF,World Economic Outlook,official,final,forecast
DE,GOV_DEBT_GDP_A,2031,73.671,IMF,World Economic Outlook,official,final,forecast
DE,GOV_EXPENSE_GDP_A,2027,52.073,IMF,World Economic Outlook,official,final,forecast
DE,GOV_EXPENSE_GDP_A,2028,51.853,IMF,World Economic Outlook,official,final,forecast
DE,GOV_EXPENSE_GDP_A,2029,51.922,IMF,World Economic Outlook,official,final,forecast
DE,GOV_EXPENSE_GDP_A,2030,51.813,IMF,World Economic Outlook,official,final,forecast
DE,GOV_EXPENSE_GDP_A,2031,51.642,IMF,World Economic Outlook,official,final,forecast
DE,GOV_NET_LENDING_GDP_A,2027,-4.229,IMF,World Economic Outlook,official,final,forecast
DE,GOV_NET_LENDING_GDP_A,2028,-4.061,IMF,World Economic Outlook,official,final,forecast
DE,GOV_NET_LENDING_GDP_A,2029,-3.898,IMF,World Economic Outlook,official,final,forecast
DE,GOV_NET_LENDING_GDP_A,2030,-3.834,IMF,World Economic Outlook,official,final,forecast
DE,GOV_NET_LENDING_GDP_A,2031,-3.66,IMF,World Economic Outlook,official,final,forecast
DE,GOV_REVENUE_GDP_A,2027,47.844,IMF,World Economic Outlook,official,final,forecast
DE,GOV_REVENUE_GDP_A,2028,47.792,IMF,World Economic Outlook,official,final,forecast
DE,GOV_REVENUE_GDP_A,2029,48.023,IMF,World Economic Outlook,official,final,forecast
DE,GOV_REVENUE_GDP_A,2030,47.98,IMF,World Economic Outlook,official,final,forecast
DE,GOV_REVENUE_GDP_A,2031,47.982,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_CAPITAL_FORMATION_GDP_A,2027,21.577,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_CAPITAL_FORMATION_GDP_A,2028,21.719,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_CAPITAL_FORMATION_GDP_A,2029,21.767,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_CAPITAL_FORMATION_GDP_A,2030,21.825,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_CAPITAL_FORMATION_GDP_A,2031,21.802,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_SAVINGS_GDP_A,2027,25.417,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_SAVINGS_GDP_A,2028,25.556,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_SAVINGS_GDP_A,2029,25.608,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_SAVINGS_GDP_A,2030,25.67,IMF,World Economic Outlook,official,final,forecast
DE,GROSS_SAVINGS_GDP_A,2031,25.637,IMF,World Economic Outlook,official,final,forecast
DE,POPULATION_TOTAL_A,2027,83448000.0,IMF,World Economic Outlook,official,final,forecast
DE,POPULATION_TOTAL_A,2028,83359000.0,IMF,World Economic Outlook,official,final,forecast
DE,POPULATION_TOTAL_A,2029,83275000.0,IMF,World Economic Outlook,official,final,forecast
DE,POPULATION_TOTAL_A,2030,83194000.0,IMF,World Economic Outlook,official,final,forecast
DE,POPULATION_TOTAL_A,2031,83113000.0,IMF,World Economic Outlook,official,final,forecast
DE,UNEMPLOYMENT_RATE_A,2027,3.458,IMF,World Economic Outlook,official,final,forecast
DE,UNEMPLOYMENT_RATE_A,2028,3.17,IMF,World Economic Outlook,official,final,forecast
DE,UNEMPLOYMENT_RATE_A,2029,2.96,IMF,World Economic Outlook,official,final,forecast
DE,UNEMPLOYMENT_RATE_A,2030,2.874,IMF,World Economic Outlook,official,final,forecast
DE,UNEMPLOYMENT_RATE_A,2031,2.868,IMF,World Economic Outlook,official,final,forecast
ES,CPI_YOY_A,2027,2.259,IMF,World Economic Outlook,official,final,forecast
ES,CPI_YOY_A,2028,2.5,IMF,World Economic Outlook,official,final,forecast
ES,CPI_YOY_A,2029,2.0,IMF,World Economic Outlook,official,final,forecast
ES,CPI_YOY_A,2030,2.0,IMF,World Economic Outlook,official,final,forecast
ES,CPI_YOY_A,2031,2.0,IMF,World Economic Outlook,official,final,forecast
ES,CURRENT_ACCOUNT_GDP_A,2027,1.948,IMF,World Economic Outlook,official,final,forecast
ES,CURRENT_ACCOUNT_GDP_A,2028,1.685,IMF,World Economic Outlook,official,final,forecast
ES,CURRENT_ACCOUNT_GDP_A,2029,1.502,IMF,World Economic Outlook,official,final,forecast
ES,CURRENT_ACCOUNT_GDP_A,2030,1.545,IMF,World Economic Outlook,official,final,forecast
ES,CURRENT_ACCOUNT_GDP_A,2031,1.468,IMF,World Economic Outlook,official,final,forecast
ES,GDP_CURRENT_LCU_A,2027,1858489000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_CURRENT_LCU_A,2028,1947248000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_CURRENT_LCU_A,2029,2025751000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_CURRENT_LCU_A,2030,2108456000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_CURRENT_LCU_A,2031,2194309000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_DEFLATOR_INDEX_A,2027,128.084,IMF,World Economic Outlook,official,final,forecast
ES,GDP_DEFLATOR_INDEX_A,2028,131.796,IMF,World Economic Outlook,official,final,forecast
ES,GDP_DEFLATOR_INDEX_A,2029,134.814,IMF,World Economic Outlook,official,final,forecast
ES,GDP_DEFLATOR_INDEX_A,2030,137.97,IMF,World Economic Outlook,official,final,forecast
ES,GDP_DEFLATOR_INDEX_A,2031,141.188,IMF,World Economic Outlook,official,final,forecast
ES,GDP_NOMINAL_USD_A,2027,2186521000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_NOMINAL_USD_A,2028,2284752000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_NOMINAL_USD_A,2029,2375602000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_NOMINAL_USD_A,2030,2472203000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_NOMINAL_USD_A,2031,2572443000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_PER_CAPITA_USD_A,2027,43007.744,IMF,World Economic Outlook,official,final,forecast
ES,GDP_PER_CAPITA_USD_A,2028,44542.406,IMF,World Economic Outlook,official,final,forecast
ES,GDP_PER_CAPITA_USD_A,2029,45968.345,IMF,World Economic Outlook,official,final,forecast
ES,GDP_PER_CAPITA_USD_A,2030,47538.508,IMF,World Economic Outlook,official,final,forecast
ES,GDP_PER_CAPITA_USD_A,2031,49205.447,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_GROWTH_YOY_A,2027,1.819,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_GROWTH_YOY_A,2028,1.825,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_GROWTH_YOY_A,2029,1.702,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_GROWTH_YOY_A,2030,1.702,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_GROWTH_YOY_A,2031,1.7,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_LCU_A,2027,1450988000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_LCU_A,2028,1477471000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_LCU_A,2029,1502622000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_LCU_A,2030,1528202000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GDP_REAL_LCU_A,2031,1554177000000.0,IMF,World Economic Outlook,official,final,forecast
ES,GOV_DEBT_GDP_A,2027,96.189,IMF,World Economic Outlook,official,final,forecast
ES,GOV_DEBT_GDP_A,2028,94.21,IMF,World Economic Outlook,official,final,forecast
ES,GOV_DEBT_GDP_A,2029,92.943,IMF,World Economic Outlook,official,final,forecast
ES,GOV_DEBT_GDP_A,2030,91.668,IMF,World Economic Outlook,official,final,forecast
ES,GOV_DEBT_GDP_A,2031,90.443,IMF,World Economic Outlook,official,final,forecast
ES,GOV_EXPENSE_GDP_A,2027,45.414,IMF,World Economic Outlook,official,final,forecast
ES,GOV_EXPENSE_GDP_A,2028,44.993,IMF,World Economic Outlook,official,final,forecast
ES,GOV_EXPENSE_GDP_A,2029,45.267,IMF,World Economic Outlook,official,final,forecast
ES,GOV_EXPENSE_GDP_A,2030,45.422,IMF,World Economic Outlook,official,final,forecast
ES,GOV_EXPENSE_GDP_A,2031,45.519,IMF,World Economic Outlook,official,final,forecast
ES,GOV_NET_LENDING_GDP_A,2027,-2.264,IMF,World Economic Outlook,official,final,forecast
ES,GOV_NET_LENDING_GDP_A,2028,-2.171,IMF,World Economic Outlook,official,final,forecast
ES,GOV_NET_LENDING_GDP_A,2029,-2.158,IMF,World Economic Outlook,official,final,forecast
ES,GOV_NET_LENDING_GDP_A,2030,-2.155,IMF,World Economic Outlook,official,final,forecast
ES,GOV_NET_LENDING_GDP_A,2031,-2.153,IMF,World Economic Outlook,official,final,forecast
ES,GOV_REVENUE_GDP_A,2027,43.15,IMF,World Economic Outlook,official,final,forecast
ES,GOV_REVENUE_GDP_A,2028,42.822,IMF,World Economic Outlook,official,final,forecast
ES,GOV_REVENUE_GDP_A,2029,43.108,IMF,World Economic Outlook,official,final,forecast
ES,GOV_REVENUE_GDP_A,2030,43.267,IMF,World Economic Outlook,official,final,forecast
ES,GOV_REVENUE_GDP_A,2031,43.366,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_CAPITAL_FORMATION_GDP_A,2027,21.665,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_CAPITAL_FORMATION_GDP_A,2028,21.55,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_CAPITAL_FORMATION_GDP_A,2029,21.536,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_CAPITAL_FORMATION_GDP_A,2030,21.501,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_CAPITAL_FORMATION_GDP_A,2031,21.465,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_SAVINGS_GDP_A,2027,23.614,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_SAVINGS_GDP_A,2028,23.234,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_SAVINGS_GDP_A,2029,23.039,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_SAVINGS_GDP_A,2030,23.046,IMF,World Economic Outlook,official,final,forecast
ES,GROSS_SAVINGS_GDP_A,2031,22.933,IMF,World Economic Outlook,official,final,forecast
ES,POPULATION_TOTAL_A,2027,50840000.0,IMF,World Economic Outlook,official,final,forecast
ES,POPULATION_TOTAL_A,2028,51294000.0,IMF,World Economic Outlook,official,final,forecast
ES,POPULATION_TOTAL_A,2029,51679000.0,IMF,World Economic Outlook,official,final,forecast
ES,POPULATION_TOTAL_A,2030,52004000.0,IMF,World Economic Outlook,official,final,forecast
ES,POPULATION_TOTAL_A,2031,52280000.0,IMF,World Economic Outlook,official,final,forecast
ES,UNEMPLOYMENT_RATE_A,2027,9.842,IMF,World Economic Outlook,official,final,forecast
ES,UNEMPLOYMENT_RATE_A,2028,9.882,IMF,World Economic Outlook,official,final,forecast
ES,UNEMPLOYMENT_RATE_A,2029,9.922,IMF,World Economic Outlook,official,final,forecast
ES,UNEMPLOYMENT_RATE_A,2030,9.962,IMF,World Economic Outlook,official,final,forecast
ES,UNEMPLOYMENT_RATE_A,2031,9.962,IMF,World Economic Outlook,official,final,forecast
FR,CPI_YOY_A,2027,1.721,IMF,World Economic Outlook,official,final,forecast
FR,CPI_YOY_A,2028,1.855,IMF,World Economic Outlook,official,final,forecast
FR,CPI_YOY_A,2029,1.871,IMF,World Economic Outlook,official,final,forecast
FR,CPI_YOY_A,2030,1.91,IMF,World Economic Outlook,official,final,forecast
FR,CPI_YOY_A,2031,1.814,IMF,World Economic Outlook,official,final,forecast
FR,CURRENT_ACCOUNT_GDP_A,2027,-0.204,IMF,World Economic Outlook,official,final,forecast
FR,CURRENT_ACCOUNT_GDP_A,2028,0.222,IMF,World Economic Outlook,official,final,forecast
FR,CURRENT_ACCOUNT_GDP_A,2029,0.351,IMF,World Economic Outlook,official,final,forecast
FR,CURRENT_ACCOUNT_GDP_A,2030,0.51,IMF,World Economic Outlook,official,final,forecast
FR,CURRENT_ACCOUNT_GDP_A,2031,0.425,IMF,World Economic Outlook,official,final,forecast
FR,GDP_CURRENT_LCU_A,2027,3121172000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_CURRENT_LCU_A,2028,3217959000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_CURRENT_LCU_A,2029,3315953000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_CURRENT_LCU_A,2030,3414972000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_CURRENT_LCU_A,2031,3511710000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_DEFLATOR_INDEX_A,2027,116.289,IMF,World Economic Outlook,official,final,forecast
FR,GDP_DEFLATOR_INDEX_A,2028,118.454,IMF,World Economic Outlook,official,final,forecast
FR,GDP_DEFLATOR_INDEX_A,2029,120.661,IMF,World Economic Outlook,official,final,forecast
FR,GDP_DEFLATOR_INDEX_A,2030,122.905,IMF,World Economic Outlook,official,final,forecast
FR,GDP_DEFLATOR_INDEX_A,2031,125.064,IMF,World Economic Outlook,official,final,forecast
FR,GDP_NOMINAL_USD_A,2027,3672073000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_NOMINAL_USD_A,2028,3775707000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_NOMINAL_USD_A,2029,3888624000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_NOMINAL_USD_A,2030,4004118000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_NOMINAL_USD_A,2031,4116865000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_PER_CAPITA_USD_A,2027,53035.067,IMF,World Economic Outlook,official,final,forecast
FR,GDP_PER_CAPITA_USD_A,2028,54379.394,IMF,World Economic Outlook,official,final,forecast
FR,GDP_PER_CAPITA_USD_A,2029,55849.105,IMF,World Economic Outlook,official,final,forecast
FR,GDP_PER_CAPITA_USD_A,2030,57347.075,IMF,World Economic Outlook,official,final,forecast
FR,GDP_PER_CAPITA_USD_A,2031,58797.018,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_GROWTH_YOY_A,2027,0.876,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_GROWTH_YOY_A,2028,1.217,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_GROWTH_YOY_A,2029,1.16,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_GROWTH_YOY_A,2030,1.106,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_GROWTH_YOY_A,2031,1.058,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_LCU_A,2027,2683968000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_LCU_A,2028,2716626000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_LCU_A,2029,2748147000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_LCU_A,2030,2778541000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GDP_REAL_LCU_A,2031,2807926000000.0,IMF,World Economic Outlook,official,final,forecast
FR,GOV_DEBT_GDP_A,2027,120.476,IMF,World Economic Outlook,official,final,forecast
FR,GOV_DEBT_GDP_A,2028,121.113,IMF,World Economic Outlook,official,final,forecast
FR,GOV_DEBT_GDP_A,2029,121.342,IMF,World Economic Outlook,official,final,forecast
FR,GOV_DEBT_GDP_A,2030,121.18,IMF,World Economic Outlook,official,final,forecast
FR,GOV_DEBT_GDP_A,2031,120.736,IMF,World Economic Outlook,official,final,forecast
FR,GOV_EXPENSE_GDP_A,2027,57.402,IMF,World Economic Outlook,official,final,forecast
FR,GOV_EXPENSE_GDP_A,2028,57.063,IMF,World Economic Outlook,official,final,forecast
FR,GOV_EXPENSE_GDP_A,2029,56.776,IMF,World Economic Outlook,official,final,forecast
FR,GOV_EXPENSE_GDP_A,2030,56.434,IMF,World Economic Outlook,official,final,forecast
FR,GOV_EXPENSE_GDP_A,2031,56.083,IMF,World Economic Outlook,official,final,forecast
FR,GOV_NET_LENDING_GDP_A,2027,-4.789,IMF,World Economic Outlook,official,final,forecast
FR,GOV_NET_LENDING_GDP_A,2028,-4.26,IMF,World Economic Outlook,official,final,forecast
FR,GOV_NET_LENDING_GDP_A,2029,-3.809,IMF,World Economic Outlook,official,final,forecast
FR,GOV_NET_LENDING_GDP_A,2030,-3.356,IMF,World Economic Outlook,official,final,forecast
FR,GOV_NET_LENDING_GDP_A,2031,-2.895,IMF,World Economic Outlook,official,final,forecast
FR,GOV_REVENUE_GDP_A,2027,52.613,IMF,World Economic Outlook,official,final,forecast
FR,GOV_REVENUE_GDP_A,2028,52.803,IMF,World Economic Outlook,official,final,forecast
FR,GOV_REVENUE_GDP_A,2029,52.968,IMF,World Economic Outlook,official,final,forecast
FR,GOV_REVENUE_GDP_A,2030,53.078,IMF,World Economic Outlook,official,final,forecast
FR,GOV_REVENUE_GDP_A,2031,53.189,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_CAPITAL_FORMATION_GDP_A,2027,21.083,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_CAPITAL_FORMATION_GDP_A,2028,20.994,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_CAPITAL_FORMATION_GDP_A,2029,20.943,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_CAPITAL_FORMATION_GDP_A,2030,20.891,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_CAPITAL_FORMATION_GDP_A,2031,20.844,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_SAVINGS_GDP_A,2027,20.88,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_SAVINGS_GDP_A,2028,21.216,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_SAVINGS_GDP_A,2029,21.294,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_SAVINGS_GDP_A,2030,21.401,IMF,World Economic Outlook,official,final,forecast
FR,GROSS_SAVINGS_GDP_A,2031,21.298,IMF,World Economic Outlook,official,final,forecast
FR,POPULATION_TOTAL_A,2027,69239000.0,IMF,World Economic Outlook,official,final,forecast
FR,POPULATION_TOTAL_A,2028,69433000.0,IMF,World Economic Outlook,official,final,forecast
FR,POPULATION_TOTAL_A,2029,69627000.0,IMF,World Economic Outlook,official,final,forecast
FR,POPULATION_TOTAL_A,2030,69823000.0,IMF,World Economic Outlook,official,final,forecast
FR,POPULATION_TOTAL_A,2031,70018000.0,IMF,World Economic Outlook,official,final,forecast
FR,UNEMPLOYMENT_RATE_A,2027,7.905,IMF,World Economic Outlook,official,final,forecast
FR,UNEMPLOYMENT_RATE_A,2028,7.724,IMF,World Economic Outlook,official,final,forecast
FR,UNEMPLOYMENT_RATE_A,2029,7.533,IMF,World Economic Outlook,official,final,forecast
FR,UNEMPLOYMENT_RATE_A,2030,7.393,IMF,World Economic Outlook,official,final,forecast
FR,UNEMPLOYMENT_RATE_A,2031,7.293,IMF,World Economic Outlook,official,final,forecast
GB,CPI_YOY_A,2027,2.418,IMF,World Economic Outlook,official,final,forecast
GB,CPI_YOY_A,2028,2.0,IMF,World Economic Outlook,official,final,forecast
GB,CPI_YOY_A,2029,2.0,IMF,World Economic Outlook,official,final,forecast
GB,CPI_YOY_A,2030,2.0,IMF,World Economic Outlook,official,final,forecast
GB,CPI_YOY_A,2031,2.0,IMF,World Economic Outlook,official,final,forecast
GB,CURRENT_ACCOUNT_GDP_A,2027,-3.144,IMF,World Economic Outlook,official,final,forecast
GB,CURRENT_ACCOUNT_GDP_A,2028,-2.868,IMF,World Economic Outlook,official,final,forecast
GB,CURRENT_ACCOUNT_GDP_A,2029,-2.565,IMF,World Economic Outlook,official,final,forecast
GB,CURRENT_ACCOUNT_GDP_A,2030,-2.167,IMF,World Economic Outlook,official,final,forecast
GB,CURRENT_ACCOUNT_GDP_A,2031,-2.218,IMF,World Economic Outlook,official,final,forecast
GB,GDP_CURRENT_LCU_A,2027,3245141000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_CURRENT_LCU_A,2028,3364044000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_CURRENT_LCU_A,2029,3478241000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_CURRENT_LCU_A,2030,3595406000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_CURRENT_LCU_A,2031,3710076000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_DEFLATOR_INDEX_A,2027,112.748,IMF,World Economic Outlook,official,final,forecast
GB,GDP_DEFLATOR_INDEX_A,2028,115.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_DEFLATOR_INDEX_A,2029,117.015,IMF,World Economic Outlook,official,final,forecast
GB,GDP_DEFLATOR_INDEX_A,2030,119.123,IMF,World Economic Outlook,official,final,forecast
GB,GDP_DEFLATOR_INDEX_A,2031,121.212,IMF,World Economic Outlook,official,final,forecast
GB,GDP_NOMINAL_USD_A,2027,4466076000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_NOMINAL_USD_A,2028,4675048000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_NOMINAL_USD_A,2029,4898448000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_NOMINAL_USD_A,2030,5148434000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_NOMINAL_USD_A,2031,5403155000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_PER_CAPITA_USD_A,2027,63704.119,IMF,World Economic Outlook,official,final,forecast
GB,GDP_PER_CAPITA_USD_A,2028,66419.058,IMF,World Economic Outlook,official,final,forecast
GB,GDP_PER_CAPITA_USD_A,2029,69288.3,IMF,World Economic Outlook,official,final,forecast
GB,GDP_PER_CAPITA_USD_A,2030,72501.327,IMF,World Economic Outlook,official,final,forecast
GB,GDP_PER_CAPITA_USD_A,2031,75760.754,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_GROWTH_YOY_A,2027,1.297,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_GROWTH_YOY_A,2028,1.633,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_GROWTH_YOY_A,2029,1.615,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_GROWTH_YOY_A,2030,1.539,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_GROWTH_YOY_A,2031,1.411,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_LCU_A,2027,2878236000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_LCU_A,2028,2925243000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_LCU_A,2029,2972485000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_LCU_A,2030,3018227000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GDP_REAL_LCU_A,2031,3060814000000.0,IMF,World Economic Outlook,official,final,forecast
GB,GOV_DEBT_GDP_A,2027,104.078,IMF,World Economic Outlook,official,final,forecast
GB,GOV_DEBT_GDP_A,2028,103.918,IMF,World Economic Outlook,official,final,forecast
GB,GOV_DEBT_GDP_A,2029,103.499,IMF,World Economic Outlook,official,final,forecast
GB,GOV_DEBT_GDP_A,2030,102.935,IMF,World Economic Outlook,official,final,forecast
GB,GOV_DEBT_GDP_A,2031,102.552,IMF,World Economic Outlook,official,final,forecast
GB,GOV_EXPENSE_GDP_A,2027,44.057,IMF,World Economic Outlook,official,final,forecast
GB,GOV_EXPENSE_GDP_A,2028,43.843,IMF,World Economic Outlook,official,final,forecast
GB,GOV_EXPENSE_GDP_A,2029,43.561,IMF,World Economic Outlook,official,final,forecast
GB,GOV_EXPENSE_GDP_A,2030,43.611,IMF,World Economic Outlook,official,final,forecast
GB,GOV_EXPENSE_GDP_A,2031,43.716,IMF,World Economic Outlook,official,final,forecast
GB,GOV_NET_LENDING_GDP_A,2027,-3.121,IMF,World Economic Outlook,official,final,forecast
GB,GOV_NET_LENDING_GDP_A,2028,-2.624,IMF,World Economic Outlook,official,final,forecast
GB,GOV_NET_LENDING_GDP_A,2029,-1.966,IMF,World Economic Outlook,official,final,forecast
GB,GOV_NET_LENDING_GDP_A,2030,-1.702,IMF,World Economic Outlook,official,final,forecast
GB,GOV_NET_LENDING_GDP_A,2031,-1.605,IMF,World Economic Outlook,official,final,forecast
GB,GOV_REVENUE_GDP_A,2027,40.936,IMF,World Economic Outlook,official,final,forecast
GB,GOV_REVENUE_GDP_A,2028,41.219,IMF,World Economic Outlook,official,final,forecast
GB,GOV_REVENUE_GDP_A,2029,41.595,IMF,World Economic Outlook,official,final,forecast
GB,GOV_REVENUE_GDP_A,2030,41.909,IMF,World Economic Outlook,official,final,forecast
GB,GOV_REVENUE_GDP_A,2031,42.112,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_CAPITAL_FORMATION_GDP_A,2027,19.845,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_CAPITAL_FORMATION_GDP_A,2028,19.941,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_CAPITAL_FORMATION_GDP_A,2029,19.974,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_CAPITAL_FORMATION_GDP_A,2030,20.157,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_CAPITAL_FORMATION_GDP_A,2031,20.385,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_SAVINGS_GDP_A,2027,16.702,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_SAVINGS_GDP_A,2028,17.073,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_SAVINGS_GDP_A,2029,17.409,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_SAVINGS_GDP_A,2030,17.99,IMF,World Economic Outlook,official,final,forecast
GB,GROSS_SAVINGS_GDP_A,2031,18.167,IMF,World Economic Outlook,official,final,forecast
GB,POPULATION_TOTAL_A,2027,70107000.0,IMF,World Economic Outlook,official,final,forecast
GB,POPULATION_TOTAL_A,2028,70387000.0,IMF,World Economic Outlook,official,final,forecast
GB,POPULATION_TOTAL_A,2029,70697000.0,IMF,World Economic Outlook,official,final,forecast
GB,POPULATION_TOTAL_A,2030,71012000.0,IMF,World Economic Outlook,official,final,forecast
GB,POPULATION_TOTAL_A,2031,71319000.0,IMF,World Economic Outlook,official,final,forecast
GB,UNEMPLOYMENT_RATE_A,2027,5.325,IMF,World Economic Outlook,official,final,forecast
GB,UNEMPLOYMENT_RATE_A,2028,4.8,IMF,World Economic Outlook,official,final,forecast
GB,UNEMPLOYMENT_RATE_A,2029,4.5,IMF,World Economic Outlook,official,final,forecast
GB,UNEMPLOYMENT_RATE_A,2030,4.5,IMF,World Economic Outlook,official,final,forecast
GB,UNEMPLOYMENT_RATE_A,2031,4.5,IMF,World Economic Outlook,official,final,forecast
ID,CPI_YOY_A,2027,2.578,IMF,World Economic Outlook,official,final,forecast
ID,CPI_YOY_A,2028,2.517,IMF,World Economic Outlook,official,final,forecast
ID,CPI_YOY_A,2029,2.517,IMF,World Economic Outlook,official,final,forecast
ID,CPI_YOY_A,2030,2.517,IMF,World Economic Outlook,official,final,forecast
ID,CPI_YOY_A,2031,2.517,IMF,World Economic Outlook,official,final,forecast
